original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
216.96,181,38,2,2,614,82,2,616,19
1474.48,299,286,3,12,155,18,2,213,4
1251.61,153,79,3,4,51,44,2,200,19
22.59,246,9,1,2,792,40,2,120,29
90.77,192,3,2,2,251,40,2,525,29
53.81,194,5,1,2,308,44,2,565,29
12.75,219,1,1,2,502,40,2,518,15
336.33,163,31,2,2,345,91,2,268,19
541.02,192,76,2,2,697,91,1,27,29
231.92,226,6,2,2,706,86,2,531,29
226.3,81,102,1,2,578,43,2,10,19
145.57,201,71,1,2,308,86,1,565,29
292.58,267,3,2,1,432,82,2,119,29
118.12,170,72,2,2,741,91,1,168,19
24.63,193,0,1,2,578,86,2,10,19
780.02,255,12,3,3,93,86,1,234,5
418.3,195,39,3,2,508,37,1,69,29
128.36,261,4,1,2,136,37,2,519,5
424.84,206,6,2,2,50,86,2,614,19
200.52,183,13,2,2,243,56,1,273,19
233.08,220,11,2,4,243,86,2,273,29
184.56,193,25,3,2,437,18,1,570,29
534.84,160,71,2,4,147,37,1,13,5
324.74,191,77,3,4,81,16,2,485,19
147.26,171,18,1,1,4,44,2,509,19
177.54,240,3,2,2,858,40,2,136,29
76.42,197,39,2,2,512,56,1,455,29
244.78,242,4,4,4,632,48,2,292,29
1492.08,26,210,3,6,130,37,1,436,29
78.5,201,33,1,2,303,18,2,573,19
37.96,207,5,1,2,512,99,2,455,29
198.3,186,5,3,6,28,40,2,549,19
42.64,255,1,1,1,430,44,2,575,5
515.86,162,27,3,3,761,56,2,393,5
183.69,249,24,3,1,243,92,1,273,29
185.68,169,42,2,2,652,87,2,427,19
206.17,150,52,1,2,17,98,2,477,29
121.09,168,41,2,2,863,39,1,327,19
1173.15,145,71,3,2,840,86,2,326,29
725.02,58,138,2,2,33,85,1,22,19
458.23,40,189,2,2,399,86,2,359,29
34.64,213,1,1,2,502,99,2,518,19
74.88,215,8,1,2,243,98,1,273,29
110.29,94,126,1,2,262,44,1,543,29
392.31,119,113,3,2,741,91,2,168,16
1177.74,214,11,6,2,104,99,2,51,5
335.76,189,51,3,2,621,86,2,539,5
428.13,116,67,3,2,437,72,2,570,29
301.03,198,2,1,2,662,82,2,79,19
27.45,272,1,1,2,603,37,2,298,29
441.24,171,34,5,3,243,74,1,273,19
241.38,134,69,2,2,230,91,2,168,29
402.91,214,21,4,2,243,99,2,273,19
82.64,225,4,1,2,339,37,2,212,27
659.74,165,37,3,2,93,95,2,234,29
161.41,189,3,3,1,827,4,2,3,22
354.25,193,70,3,2,872,86,2,535,19
847.08,176,21,3,2,322,86,2,492,29
643.68,214,52,9,2,570,95,1,493,19
43.54,189,2,1,2,107,99,2,549,5
61.95,187,6,1,2,790,67,2,614,29
358.76,250,3,2,4,513,56,2,359,29
868.32,196,48,8,2,339,3,2,212,29
71.25,179,5,3,2,778,74,2,304,19
17.28,232,6,1,2,778,56,2,304,19
296.55,164,81,3,2,13,37,2,516,6
145.47,162,88,1,2,124,18,1,182,29
123.39,104,79,3,1,111,86,2,162,19
52.96,251,10,1,1,872,37,1,535,29
343.17,33,171,2,2,188,37,2,319,29
86.91,243,2,1,2,4,44,2,509,5
1212.01,196,25,7,2,22,28,1,236,29
600.68,174,62,3,2,51,18,1,200,29
265.43,175,9,9,2,778,74,2,304,29
502.0,262,6,2,2,839,44,1,364,19
190.96,247,3,3,2,339,18,2,212,26
223.12,232,8,8,2,502,99,2,518,29
43.48,217,0,1,1,200,72,2,619,29
84.43,183,1,1,2,478,37,2,287,19
58.87,211,2,1,2,702,40,2,120,29
79.46,155,108,1,3,854,91,2,357,29
306.9,181,25,2,3,310,86,2,106,16
382.98,191,22,4,2,114,18,2,407,4
295.3,164,93,1,2,815,72,1,79,29
104.94,228,31,1,2,52,44,1,531,5
454.31,171,52,2,2,572,37,2,273,19
38.15,201,3,1,2,164,40,2,274,29
165.98,203,13,2,2,360,97,1,611,29
375.39,260,7,2,2,643,91,1,426,19
264.26,196,10,3,2,363,86,2,54,19
342.05,158,52,3,2,480,82,2,334,5
113.84,245,23,2,2,264,82,2,492,19
391.79,208,5,3,2,781,32,2,42,19
305.47,190,9,6,2,243,32,2,273,22
187.1,247,2,1,1,638,18,2,289,29
558.5,154,96,2,3,487,86,2,586,29
147.31,188,9,1,2,487,44,2,586,16
452.98,204,2,1,2,322,3,2,492,19
83.75,193,5,3,2,113,92,2,375,19
141.76,197,23,1,2,426,91,1,391,19
117.82,184,13,1,2,749,44,2,397,19
57.12,189,20,1,1,546,44,1,345,19
493.05,188,51,5,2,423,100,1,369,19
665.88,92,92,1,4,697,91,1,27,29
85.72,151,74,6,1,583,91,1,445,16
87.36,220,3,1,2,243,40,2,273,26
1120.36,119,78,5,3,124,91,1,182,19
209.49,226,32,1,2,83,42,1,614,19
81.07,193,50,1,1,572,86,2,273,26
1124.08,217,46,2,2,536,44,2,110,29
31.28,207,1,1,2,604,86,2,187,29
269.17,243,15,3,2,761,18,1,393,29
110.85,194,2,2,2,869,87,2,24,29
354.7,119,89,3,2,124,82,2,182,19
76.59,227,1,1,1,335,44,2,176,29
327.42,197,19,3,2,10,86,1,531,19
373.64,234,4,2,2,250,99,2,544,29
193.95,157,44,1,2,572,86,2,273,27
195.77,163,63,1,2,9,18,2,539,29
97.34,196,3,1,2,576,54,2,82,29
89.37,237,2,1,2,720,86,2,330,19
801.57,207,10,7,2,4,44,2,509,19
76.38,133,100,1,2,244,92,2,294,29
92.47,266,1,1,2,590,37,2,330,29
48.14,210,15,1,2,690,86,1,167,19
204.29,265,8,2,1,879,91,2,579,29
2953.52,201,12,7,4,17,97,2,477,19
874.89,82,141,2,4,781,86,2,42,19
352.22,172,51,2,3,4,91,1,509,29
1122.95,117,143,5,2,487,56,1,586,29
728.33,247,1,1,2,141,95,2,492,29
56.73,233,5,1,2,125,99,2,24,29
86.16,162,21,2,2,437,40,2,570,29
285.43,176,13,1,2,328,18,2,123,26
74.09,225,1,1,2,475,95,2,504,30
134.77,163,82,1,2,691,18,2,547,27
44.93,206,12,1,1,614,92,2,616,26
1697.08,208,35,17,2,634,37,2,72,19
131.22,178,42,2,3,128,86,2,249,29
82.25,219,1,1,2,673,40,2,257,29
63.36,204,2,1,4,251,82,2,525,19
188.24,34,232,2,1,872,44,1,535,29
95.54,235,20,1,2,328,74,2,123,29
41.29,263,3,1,1,583,86,2,445,19
60.95,224,8,6,2,502,44,2,518,16
195.83,248,3,1,2,808,86,2,548,5
58.97,217,49,1,2,693,92,2,587,17
89.11,132,79,1,2,546,92,1,345,16
169.55,268,1,1,2,770,91,2,205,26
237.98,107,92,1,4,62,91,2,268,29
1183.6,194,47,5,3,243,99,1,273,29
97.82,237,8,2,2,226,56,2,613,13
84.3,16,170,1,2,188,91,1,319,16
74.24,219,2,1,2,576,37,2,82,29
162.84,217,21,1,4,478,86,1,287,19
111.35,201,12,1,3,706,86,2,531,19
32.59,96,100,1,1,252,86,2,563,29
325.74,208,4,3,2,572,99,2,273,29
37.55,221,1,1,2,243,56,2,273,19
226.66,201,3,2,8,709,90,2,87,29
120.14,63,135,1,2,818,37,1,597,19
34.59,267,1,1,2,164,67,2,274,19
159.09,208,1,1,2,243,89,2,273,29
149.31,194,75,1,2,691,37,2,547,29
109.02,186,1,1,2,107,40,2,549,19
681.66,192,4,4,2,50,82,2,614,29
1339.71,210,10,4,6,775,71,1,548,29
999.52,184,66,2,2,104,82,1,51,29
194.44,201,9,1,2,761,74,1,393,29
38.29,221,0,1,2,125,87,2,24,22
261.76,49,161,2,3,852,91,1,378,19
273.12,271,0,1,2,772,62,2,548,29
137.51,190,30,1,2,78,91,2,110,29
496.28,124,128,5,2,861,13,1,100,19
854.46,228,17,5,2,337,76,2,2,26
52.76,225,1,1,2,754,40,2,298,29
163.3,194,21,1,1,761,44,1,393,29
233.38,245,2,2,2,292,56,2,268,29
603.14,191,5,3,5,544,37,2,132,5
202.83,235,11,1,6,513,91,2,359,29
115.17,106,135,1,3,592,37,1,482,29
520.34,219,41,6,2,51,91,1,200,29
214.98,106,132,2,2,513,16,2,359,29
202.02,190,6,2,2,645,80,1,540,19
65.51,237,8,1,2,790,86,2,614,19
119.48,216,8,2,4,778,74,2,304,19
385.09,174,37,1,2,669,91,1,51,29
56.39,272,1,1,2,886,28,2,24,22
278.2,254,12,1,4,859,86,2,548,29
695.1,190,67,2,8,70,91,2,141,29
1397.61,166,66,3,8,405,95,1,408,19
428.86,134,101,5,2,308,44,2,565,29
121.08,176,11,2,4,792,82,2,120,29
383.92,134,64,2,2,872,37,2,535,29
411.2,143,47,5,1,83,78,1,614,29
58.56,260,10,1,1,309,81,2,604,5
602.62,219,48,1,4,879,86,1,579,19
281.79,172,93,3,2,124,82,2,182,19
135.15,179,15,1,2,50,99,2,614,29
105.96,147,69,1,2,375,86,2,92,29
305.44,207,41,3,1,691,37,2,547,29
331.3,194,10,2,2,14,37,2,454,5
299.88,328,230,1,4,363,54,2,54,29
79.74,193,8,2,2,534,89,2,132,29
918.0,246,7,2,2,474,40,2,284,29
356.9,217,26,5,2,726,44,2,92,29
89.61,261,2,1,2,320,92,2,548,29
454.94,72,157,5,2,213,37,2,144,29
65.68,252,1,1,2,678,8,2,24,22
29.95,239,32,1,1,469,44,1,536,29
68.36,186,8,2,2,398,37,2,549,27
226.19,245,23,3,2,51,91,2,200,29
69.91,218,4,1,2,412,40,2,336,19
83.92,137,94,2,2,87,40,1,120,29
1121.18,208,50,3,4,104,82,2,51,29
179.0,220,18,2,2,52,86,1,531,19
15.23,271,1,1,2,713,44,2,593,29
89.63,253,6,1,2,753,99,1,273,29
456.54,169,23,2,2,572,2,1,273,19
38.63,263,1,1,1,10,44,2,531,5
106.82,183,5,1,4,753,99,2,273,29
152.87,228,31,1,3,300,37,2,51,29
168.39,199,22,1,1,300,18,1,51,29
399.28,201,2,1,8,217,18,2,185,4
68.78,241,2,1,1,153,44,2,176,29
178.82,183,5,2,2,809,81,2,430,29
70.4,255,1,1,2,243,99,2,273,29
68.23,227,7,1,2,513,74,2,359,29
158.62,186,8,1,2,322,32,2,492,19
53.2,240,2,1,3,572,56,2,273,5
114.65,333,289,1,2,243,82,2,273,19
31.45,184,1,1,2,778,74,2,304,19
1006.44,190,12,6,4,726,86,2,92,29
90.38,232,1,1,2,427,3,2,548,5
75.66,180,4,3,2,505,28,2,285,29
202.33,183,57,1,2,147,40,1,13,29
214.16,232,4,2,1,836,44,2,487,29
49.36,210,0,1,2,257,71,2,130,26
74.86,72,130,1,2,111,91,1,162,29
717.08,127,79,2,8,766,18,2,580,4
466.72,231,7,6,2,490,82,2,617,29
121.13,103,90,1,2,262,91,1,543,19
903.7,195,53,4,4,363,82,2,54,29
70.3,214,0,1,2,530,99,2,202,29
295.44,134,74,1,2,536,91,1,110,29
64.69,271,2,1,2,460,37,2,582,19
39.58,207,2,2,2,185,56,2,178,29
359.38,227,40,3,2,281,54,1,276,29
469.61,86,125,3,3,879,91,1,579,29
653.34,107,161,4,4,455,82,1,454,29
57.81,197,3,1,1,487,44,2,586,29
424.83,142,49,1,5,127,91,2,379,19
402.75,202,7,1,18,109,40,2,211,19
229.13,264,1,1,2,464,86,2,548,19
108.31,183,10,1,2,741,91,2,168,19
280.01,114,69,3,2,478,37,2,287,19
608.32,182,65,4,2,267,99,2,242,29
329.78,200,12,1,4,348,37,1,198,19
14.5,154,63,1,1,737,91,2,157,19
229.8,202,10,1,2,815,95,1,79,19
235.8,197,1,1,2,450,44,2,217,29
155.16,254,12,2,2,768,86,2,424,19
86.96,180,4,2,2,427,40,2,548,29
162.96,231,8,3,2,75,82,2,570,5
119.9,231,1,1,2,858,56,2,136,29
428.31,229,9,3,1,815,67,2,79,29
465.93,164,23,4,2,872,95,2,535,4
39.65,212,1,1,2,869,40,2,24,26
439.96,229,2,2,3,322,40,2,492,26
387.9,255,2,1,4,513,40,2,359,29
99.26,125,68,1,2,426,86,2,391,29
99.04,188,1,1,2,884,56,2,2,19
489.32,239,21,4,2,711,71,2,397,29
166.68,200,32,2,1,741,44,1,168,29
129.46,250,1,1,2,114,92,2,407,19
203.71,232,4,1,2,590,74,2,330,19
205.85,200,46,2,2,534,86,2,132,29
1155.36,259,4,4,4,858,46,2,136,19
223.95,253,3,3,2,858,56,2,136,19
98.35,249,0,1,2,562,3,2,614,5
216.08,261,5,2,2,726,44,2,92,29
53.98,198,3,2,2,164,40,2,274,19
513.98,248,12,2,3,93,86,1,234,19
33.82,242,6,1,1,777,86,2,580,29
172.06,199,10,1,4,62,91,2,268,29
283.84,223,7,7,2,34,37,2,298,29
454.08,151,49,4,2,243,99,2,273,19
593.01,109,101,1,6,431,37,2,334,19
148.12,261,2,1,2,611,3,2,366,29
195.18,169,57,3,2,490,91,1,617,16
199.76,198,18,1,2,614,86,1,616,29
169.99,199,17,1,2,759,42,2,359,29
74.15,272,1,1,2,328,37,2,123,19
486.06,209,9,3,2,3,49,2,548,29
317.28,268,3,3,1,626,81,2,197,29
35.22,224,1,1,2,173,74,2,191,19
19.77,271,1,1,2,288,40,2,419,15
228.69,191,36,1,2,350,86,2,427,29
260.49,217,29,2,2,753,3,2,273,19
418.65,229,5,3,2,345,95,2,268,19
807.61,234,4,4,2,201,18,2,571,29
211.28,269,3,1,2,859,102,2,548,19
161.68,267,5,1,2,324,82,2,548,19
155.6,188,11,1,2,268,96,2,436,29
135.8,246,17,2,1,487,86,1,586,16
97.55,197,10,2,1,758,86,1,517,29
71.36,246,2,2,3,778,74,2,304,19
57.1,141,78,1,2,356,18,2,124,27
197.12,206,11,2,2,320,56,2,548,19
401.76,202,7,1,18,163,40,1,237,19
130.42,248,0,1,2,397,99,2,51,29
313.56,175,87,4,2,321,91,2,58,29
60.8,175,88,1,2,876,18,2,535,27
239.97,243,6,1,2,859,98,2,548,29
414.12,222,9,2,2,130,86,1,436,29
729.09,253,13,5,3,357,89,1,586,19
52.17,188,3,3,1,128,102,2,249,29
30.67,186,65,1,2,107,99,2,549,5
95.74,240,2,1,2,10,91,2,531,16
518.7,214,49,2,4,544,95,2,132,29
329.46,205,17,2,2,475,99,2,504,29
465.63,177,74,3,3,879,18,2,579,29
277.47,77,129,3,2,128,91,2,249,29
105.92,201,69,1,3,268,56,2,436,19
625.8,360,231,4,2,753,82,1,273,29
387.36,250,14,2,4,534,95,2,132,19
38.74,203,2,1,1,392,44,2,94,29
174.44,192,1,1,2,859,91,2,548,29
433.9,197,20,4,2,236,18,2,175,26
219.96,189,37,1,2,872,91,2,535,29
250.56,205,19,1,2,590,54,2,330,29
135.98,203,7,1,6,191,91,2,552,19
105.62,208,2,1,2,138,99,2,51,5
162.77,184,2,1,1,513,16,2,359,29
128.94,247,5,1,6,11,40,2,274,29
160.3,52,195,1,4,51,91,1,200,16
93.25,202,2,1,1,447,44,2,96,19
9.49,195,10,1,2,502,40,1,518,29
93.27,245,3,1,2,804,99,2,614,29
66.57,155,60,1,1,480,91,2,334,29
504.91,204,18,1,4,475,18,2,504,27
979.24,120,77,3,4,32,18,2,148,4
313.96,236,4,4,2,346,99,2,318,19
276.07,210,25,3,2,243,86,2,273,19
229.74,112,72,2,2,482,40,2,527,29
1236.0,210,27,2,10,767,37,1,137,29
537.87,192,34,3,2,487,86,1,586,19
1197.76,194,29,6,4,121,74,1,618,19
30.32,182,34,1,2,107,28,2,549,29
291.09,205,18,5,2,375,71,2,92,5
52.04,168,82,1,1,546,44,1,345,29
69.31,229,20,1,1,697,44,2,27,29
248.08,205,5,3,2,872,86,2,535,19
98.86,211,53,1,2,264,37,2,492,29
26.82,186,1,1,2,644,40,2,299,29
87.99,241,1,1,2,656,99,2,495,29
83.76,219,1,1,2,42,82,2,409,29
25.59,220,1,1,2,412,56,2,336,29
67.46,232,3,1,2,375,56,2,92,29
429.18,187,67,3,3,138,40,1,51,19
43.79,207,1,1,1,128,18,2,249,4
489.18,179,39,6,2,682,56,2,294,29
112.73,207,38,1,1,872,44,2,535,5
128.14,199,39,2,2,490,81,2,617,29
91.58,186,2,1,2,441,6,2,432,19
179.37,183,11,1,2,462,44,2,543,29
615.07,193,27,6,2,243,28,2,273,29
176.74,189,7,2,3,50,37,2,614,27
825.92,128,67,7,2,513,81,2,359,29
119.5,184,75,1,2,52,44,2,531,26
76.82,199,57,4,1,854,91,1,357,29
30.72,197,2,1,2,502,74,2,518,19
84.73,156,89,1,1,450,37,2,217,29
144.82,190,1,1,2,513,54,2,359,29
181.9,251,3,3,2,50,81,2,614,26
77.31,170,32,1,2,455,3,2,454,29
37.07,210,15,1,2,338,40,1,274,29
1954.55,158,110,5,3,345,44,1,268,29
181.72,203,9,2,2,637,86,2,139,19
33.41,262,5,1,2,398,40,2,549,19
677.0,131,65,2,4,759,3,2,359,29
803.3,185,37,2,5,244,37,2,294,29
219.05,179,38,1,2,93,44,1,234,29
70.24,166,18,1,2,678,28,2,24,19
596.0,114,76,4,2,530,86,2,202,5
213.55,244,5,2,2,594,23,2,152,29
66.92,222,6,1,2,654,37,1,508,29
119.46,196,2,1,2,759,51,2,359,29
56.18,184,1,1,4,251,40,2,525,19
436.33,186,20,5,1,10,86,2,531,19
1938.72,227,23,4,6,138,98,2,51,19
295.52,211,29,2,2,93,37,1,234,29
691.78,170,17,5,2,824,86,1,380,19
56.64,268,1,1,2,12,92,2,267,29
17.08,268,1,1,2,28,40,2,549,29
233.71,100,103,1,2,808,99,1,205,5
131.88,226,6,3,2,87,40,2,120,29
183.36,258,2,1,8,11,82,2,274,29
477.46,236,16,4,2,322,56,2,492,29
1092.77,206,14,6,2,875,92,1,79,29
173.25,233,2,1,2,328,37,2,123,19
229.64,208,5,4,2,125,74,2,24,19
267.43,134,90,2,2,10,44,2,531,26
218.72,149,111,1,2,436,99,1,492,29
3275.1,145,61,4,18,51,18,2,200,4
187.44,246,6,2,3,12,39,2,267,19
133.62,163,60,1,3,410,37,2,386,27
127.09,197,15,1,2,50,86,1,614,5
21.81,248,1,1,2,545,92,2,261,29
2376.3,213,56,2,2,98,102,1,498,19
1214.02,109,100,3,4,138,18,2,51,19
135.74,237,1,1,2,447,18,2,96,26
213.3,191,1,1,3,308,91,2,565,19
17.14,228,7,1,4,502,40,1,518,29
140.84,234,3,2,2,253,99,2,389,29
313.39,183,7,3,2,300,92,1,51,5
699.48,193,29,3,1,480,99,1,334,19
898.56,187,32,3,2,147,86,2,13,29
151.43,178,27,1,1,836,82,2,487,29
153.08,260,4,2,2,456,56,2,508,19
144.43,229,1,1,2,815,18,2,79,22
173.92,249,24,1,4,308,37,1,565,29
40.24,227,6,1,2,527,82,2,136,29
211.98,237,19,3,1,697,86,2,27,19
386.72,239,13,2,1,572,91,2,273,19
168.86,232,17,2,1,7,43,2,511,29
340.86,88,178,2,2,487,86,2,586,26
766.54,188,10,5,4,133,99,1,454,19
18.33,246,2,1,1,583,74,2,445,19
326.12,177,55,2,4,534,56,2,132,19
92.65,235,11,1,1,727,86,1,79,29
30.09,271,1,1,1,768,86,2,424,29
30.56,239,5,1,2,888,39,2,312,19
88.04,184,6,2,2,527,56,2,136,29
306.76,180,30,1,4,335,44,1,176,19
171.01,250,2,1,2,202,82,2,434,19
42.45,173,16,1,2,12,92,2,267,29
667.22,189,55,2,3,665,95,2,548,29
1656.01,183,23,4,3,78,74,2,110,29
211.27,197,28,1,2,262,44,2,543,29
25.56,252,9,1,2,577,95,2,508,27
68.72,247,1,1,2,463,86,2,228,29
88.23,163,82,1,2,335,92,1,176,19
30.32,233,39,1,1,290,91,1,400,19
1651.2,183,24,14,4,308,3,1,565,19
39.03,33,177,1,2,323,16,2,454,19
13.6,265,1,1,2,709,56,2,87,29
53.62,217,2,1,2,243,71,2,273,29
111.71,218,9,1,2,10,82,1,531,19
100.89,205,23,1,3,252,92,2,563,29
169.02,179,60,1,2,839,98,2,364,29
698.55,198,38,12,1,426,18,2,391,26
125.9,131,110,1,3,78,37,1,110,29
96.56,187,47,1,2,114,74,2,407,29
870.08,121,98,2,4,733,37,1,47,29
47.02,142,60,1,2,125,39,2,24,29
86.7,220,7,1,2,114,37,2,407,29
673.21,178,26,8,2,100,91,2,39,29
193.15,184,18,2,2,188,86,2,319,19
126.58,246,27,1,2,392,86,1,94,19
16.55,206,2,1,2,584,92,2,356,29
264.39,198,18,3,2,403,86,1,260,19
69.71,209,1,1,1,243,44,2,273,29
59.26,192,2,1,1,464,40,2,548,29
101.68,166,24,1,2,322,18,2,492,4
360.3,118,91,2,2,859,37,2,548,29
88.94,245,6,1,2,562,99,2,614,29
298.64,264,2,1,2,691,44,2,547,5
240.0,251,5,1,4,572,14,2,273,29
27.64,268,1,1,1,758,44,2,517,16
246.98,150,72,3,2,10,16,2,531,19
313.75,161,44,5,2,243,39,2,273,29
57.19,207,4,1,2,450,86,2,217,19
167.84,263,5,1,3,671,86,2,341,19
231.54,189,33,2,3,886,95,2,24,19
379.6,241,1,1,2,138,86,2,51,5
170.32,259,0,1,2,264,59,2,492,19
148.85,187,53,1,1,152,95,2,614,4
109.7,77,189,1,2,124,91,1,182,19
106.61,111,124,1,2,697,44,1,27,19
56.73,233,5,1,2,125,99,2,24,29
262.54,241,7,2,2,321,91,2,58,16
316.03,118,100,1,2,820,54,1,113,19
79.88,129,54,1,2,478,54,2,287,29
63.84,215,0,1,1,886,32,2,24,22
455.17,228,24,1,3,817,86,1,79,19
503.23,80,188,4,2,146,40,2,596,29
125.98,207,2,1,2,263,16,2,540,29
547.11,101,104,5,2,147,37,2,13,19
40.85,208,1,1,2,384,81,2,161,29
919.54,153,46,27,3,778,97,2,304,19
1325.76,173,17,8,3,592,98,2,482,29
102.89,100,94,1,2,572,91,2,273,16
411.24,191,5,2,2,487,37,2,586,19
198.95,231,0,1,2,133,18,2,454,19
107.7,108,112,1,2,485,3,1,441,29
462.57,153,33,1,5,889,91,2,51,19
115.06,240,12,1,4,822,37,1,298,29
797.97,198,9,1,3,638,91,2,289,19
156.2,223,2,2,2,412,56,2,336,29
253.44,223,9,1,1,831,44,2,532,5
54.06,202,8,1,1,741,44,2,168,26
174.46,208,12,1,3,221,95,2,103,26
172.64,232,18,2,2,759,74,2,359,19
101.08,95,134,1,4,578,32,2,10,22
148.57,160,23,1,2,324,99,2,548,29
235.55,36,194,2,2,310,86,1,106,29
150.9,66,171,1,2,741,91,2,168,29
296.5,189,26,1,2,348,86,2,198,19
354.4,234,7,3,4,51,91,2,200,19
1540.45,184,12,5,2,147,54,2,13,27
297.85,231,19,3,2,230,86,1,168,29
95.44,220,1,1,2,886,91,2,24,29
121.7,177,37,2,1,352,91,2,217,29
127.97,251,0,1,2,264,98,2,492,29
130.13,154,89,2,2,842,86,2,273,29
864.96,98,102,3,2,402,16,1,268,19
92.58,205,1,1,4,478,18,2,287,26
233.67,240,5,3,2,872,34,2,535,19
58.59,212,58,1,2,741,92,2,168,29
818.32,217,8,5,2,870,37,2,178,5
30.44,210,1,1,2,778,74,2,304,19
122.11,189,9,1,2,572,44,2,273,26
9074.52,3,244,13,4,287,43,2,112,19
104.35,189,34,1,2,188,44,1,319,29
86.96,156,35,2,1,871,91,2,16,29
140.79,246,25,3,2,304,39,2,512,19
157.35,199,19,2,1,188,95,1,319,19
234.08,231,11,2,2,572,37,1,273,19
265.88,160,30,1,4,671,86,2,341,29
18.36,235,2,1,1,602,56,2,75,19
722.78,191,80,4,2,334,95,2,433,19
186.23,202,17,2,2,741,86,2,168,29
189.66,203,7,2,2,859,56,2,548,29
116.56,76,114,1,2,480,91,3,334,29
41.62,144,63,2,2,502,25,2,518,29
127.17,236,2,1,2,630,86,2,47,29
647.09,241,7,5,2,67,78,2,178,29
372.03,181,8,2,2,530,99,2,202,29
248.62,131,67,1,2,753,99,2,273,29
62.59,254,2,1,1,566,86,2,612,19
208.24,161,98,2,1,188,44,2,319,19
24.77,194,2,1,2,316,40,2,467,19
33.02,235,33,1,1,151,86,1,296,29
35.71,190,1,1,2,388,40,2,538,29
116.08,177,18,2,2,846,86,1,36,19
211.47,127,69,1,6,463,40,1,228,16
66.7,208,34,1,2,842,86,1,273,29
125.3,243,30,1,2,78,86,1,110,19
25.68,188,1,1,2,607,40,2,453,19
4016.53,114,145,10,2,17,98,1,477,19
28.92,217,12,2,4,502,40,2,518,15
315.06,236,37,3,2,578,98,2,10,29
63.0,230,1,1,2,251,91,2,525,19
595.26,20,185,1,6,463,37,1,228,29
82.62,158,31,1,2,859,92,2,548,26
129.15,184,1,1,3,426,86,2,391,27
46.97,174,9,1,2,375,91,2,92,29
168.79,166,35,4,2,13,86,2,516,19
170.95,241,31,2,1,407,95,2,176,26
383.21,209,3,2,2,464,97,2,548,29
95.73,254,6,1,2,42,40,2,409,29
128.06,217,12,1,3,50,86,1,614,29
215.58,209,41,3,2,35,99,2,515,29
222.51,237,27,3,2,872,18,2,535,30
261.76,205,31,2,2,687,37,1,235,29
523.1,138,89,2,2,772,99,2,548,29
28.81,256,2,1,1,161,39,2,521,26
329.7,181,35,2,6,870,39,2,178,29
177.46,197,17,1,2,20,37,2,93,29
16.58,219,13,1,2,584,92,1,356,29
541.92,102,97,2,2,753,18,2,273,29
562.96,251,8,2,2,32,44,1,148,19
111.6,252,4,3,2,490,39,2,617,29
121.97,187,6,1,2,753,98,2,273,22
153.0,199,11,1,2,250,99,2,544,29
103.5,190,2,1,4,243,56,2,273,29
896.68,198,68,4,2,889,44,1,51,29
315.22,213,1,1,4,50,95,2,614,29
598.07,255,2,2,2,65,81,2,306,29
290.43,125,131,3,2,761,18,1,393,5
332.52,254,5,1,3,93,44,2,234,29
558.82,263,9,2,2,879,40,2,579,29
54.09,185,1,1,1,183,95,2,368,29
121.96,236,3,2,1,638,3,2,289,19
65.4,211,3,1,1,493,97,2,136,5
156.45,268,4,1,2,41,92,2,32,29
136.75,253,2,1,2,93,44,2,234,29
108.11,198,2,1,2,872,91,2,535,29
117.9,213,14,2,2,146,56,2,596,19
241.25,258,6,5,2,239,28,2,427,19
86.47,266,6,1,2,578,95,2,10,29
144.26,170,23,1,2,308,86,1,565,29
261.18,202,2,1,2,859,82,2,548,19
161.6,224,36,1,2,889,86,2,51,29
224.75,201,16,1,2,392,86,1,94,29
155.71,240,33,2,2,308,91,2,565,29
631.4,159,79,7,2,741,73,2,168,19
91.9,211,1,1,2,42,82,2,409,19
204.35,178,79,1,2,322,3,2,492,22
131.36,197,39,2,4,512,56,1,455,29
294.42,109,104,3,2,879,86,1,579,29
34.36,262,1,1,2,342,92,2,267,29
282.05,177,28,5,2,243,74,1,273,19
187.32,228,3,2,2,773,86,2,415,29
286.92,239,1,1,4,572,91,2,273,29
105.01,178,78,1,2,487,91,1,586,19
60.18,195,5,1,2,430,91,2,575,29
176.48,135,54,2,2,859,86,2,548,29
140.07,190,1,1,1,169,18,2,51,4
101.04,117,86,1,2,11,40,1,274,29
280.74,260,13,3,2,458,86,2,51,19
28.62,227,6,1,2,674,92,2,294,29
3030.44,229,15,14,2,856,43,2,500,19
385.78,163,107,1,6,447,44,1,96,29
73.64,227,1,1,2,762,98,2,97,29
347.66,192,71,4,2,152,99,2,614,5
19.91,248,2,1,2,545,92,2,261,29
197.09,269,1,1,2,147,44,2,13,30
154.96,238,14,2,2,188,95,2,319,29
70.41,183,2,2,1,469,67,2,536,19
771.69,167,71,4,2,858,95,2,136,19
154.05,257,5,2,2,630,86,2,47,26
281.29,183,77,2,2,781,86,2,42,19
53.47,222,4,1,1,776,18,2,359,4
32.18,256,10,2,2,502,40,2,518,19
233.25,132,94,1,2,761,37,1,393,29
17.28,202,28,1,4,502,40,2,518,15
109.19,185,29,2,1,352,91,2,217,29
164.0,257,7,2,1,51,37,2,200,29
82.0,147,39,4,2,713,39,2,593,26
